relieved (trying for the first time)									relieved	/ɹɪˈlivd/	/rɪˈliːvd/	adj	Feeling relaxed after overcoming a difficult situation.	I was relieved when I finally managed to ride my bike without falling.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Experiences::New Vocabulary::Life
remembrance (Day of the Death)									remembrance	/ɹɪˈmɛmbɹəns/	/rɪˈmembrᵊns/	n	The act of honoring and remembering deceased loved ones.	Día de los Muertos is a day of remembrance and celebration.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Mexico Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Day-of-the-Dead Vocabulary::Dia-de-Muertos Vocabulary::Festivals
caesarian section		cesariana							caesarian section	/sɪˈziɹiən ˈsɛkʃən/	/#caesarian# ˈsekʃᵊn/	n	A surgical procedure for delivering a baby through an incision in the mother&#x27;s abdomen and uterus.		cesárea						césarienne						Kaiserschnitt						cesària						cesareo												Curso::1C1 English::Vocabulary Vocabulary::Crazy_Difficult Vocabulary::English Vocabulary::Health Vocabulary::My_Choice Vocabulary::Reproductive_System::Female
to be about (ph v)									to be about	/tə ˈbi əˈbaʊt/	/tə ˈbiː əˈbaʊt/	ph v	To have as a purpose or focus.																																						English::Phrasal_Verbs::BE English::Vocabulary Vocabulary::My_Choice FanFics::Lost-in-the-Cosmos-Lonely FanFics::Titan-Eren Vocabulary::AOT
tradition (celebration)		tradição	a tradição	/ɐ tɾɐdiˈsɐ̃w̃/	/a tɾadʒiˈsɐ̃w̃/	sf	Costume ou crença transmitida por gerações.	A tradição da nossa família era assar um bolo especial para o festival.	tradition	/tɹəˈdɪʃən/	/trəˈdɪʃᵊn/	n	A custom or belief passed down through generations.	Our family tradition was to bake a special cake for the festival.	tradición						tradition						Tradition						tradició						tradizione												Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Festivals
tradition (Halloween)									tradition	/tɹəˈdɪʃən/	/trəˈdɪʃᵊn/	n	A custom or belief passed down through generations.	One fun tradition was going door to door for trick-or-treating.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Halloween
traditional costume (Day of the Death)									traditional costume	/tɹəˈdɪʃənl̩ ˈkʰɑˌstum/	/trəˈdɪʃᵊnᵊl ˈkʰɒstjuːm/	n	A cultural outfit worn for special celebrations and festivals.	Many children wore traditional costumes to the school’s Día de los Muertos event.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Mexico Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Day-of-the-Dead Vocabulary::Dia-de-Muertos Vocabulary::Festivals
traditional robe (Paper Lantern Festivals)									traditional robe	/tɹəˈdɪʃənl̩ ˈɹoʊb/	/trəˈdɪʃᵊnᵊl ˈrəʊb/	n	A long, flowing garment worn during cultural or religious celebrations.	Many attendees wore a traditional robe as part of the ceremony.																																					Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Asia Suggested_by_ChatGPT Vocabulary::Festivals Vocabulary::Paper-Lantern-Festivals
traditional attire (Day of the Death)									traditional attire	/tɹəˈdɪʃənl̩ əˈtʰaɪə˞/	/trəˈdɪʃᵊnᵊl əˈtʰaɪə/	n	Clothing worn during cultural celebrations, often featuring bright colors and embroidery.	Many people wear traditional attire with embroidered flowers for the Day of the Dead.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Mexico Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Day-of-the-Dead Vocabulary::Dia-de-Muertos Vocabulary::Festivals
Oaxaca Day of the Dead (celebration)									Oaxaca Day of the Dead	/wɑˈhɑkɑ ˈdeɪ əv ðə ˈdɛd/	/wəˈhɑːkə ˈdeɪ əv ðə ˈded/	n	A vibrant celebration with colorful altars, sand tapestries, and lively parades.	In Oaxaca, the Day of the Dead includes incredible sand tapestries in the streets.																																					Curso::1C1::Do_you_remember Curso::1C1::Speaking_Vocabulary English::Vocabulary Vocabulary::My_Choice Lugares::Mexico Suggested_by_ChatGPT Vocabulary::Celebrations Vocabulary::Day-of-the-Dead Vocabulary::Dia-de-Muertos Vocabulary::Festivals
deluge									deluge	/ˈdɛlˌjudʒ/	/ˈdeljuːdʒ/	n	Overwhelming in quantity.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
despair									despair	/dɪˈspɛr/	/dɪˈspeə/	n	A complete loss of hope or confidence.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
gets to the heart									gets to the heart	/ˈɡɛts tə ðə ˈhɑrt/	/ˈɡets tə ðə ˈhɑːt/	exp	Expresses the essential or most important aspect of an idea.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
freecycle									freecycle	/#freecycle#/	/#freecycle#/	v	To give away unwanted but still usable items instead of throwing them away.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
lumbered with something									lumbered with something	/ˈləmbə˞d ˈwɪθ ˈsəmˌθɪŋ/	/ˈlʌmbəd wɪð ˈsʌmθɪŋ/	exp	To be burdened with something unwanted or difficult to deal with.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
toiletries									toiletries	/ˈtʰɔɪlətɹiz/	/ˈtʰɔɪlətriz/	np	Personal care items such as soap, shampoo, and toothpaste.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
knick-knacks									knick-knacks	/ˈnɪkˈnæks/	/ˈnɪknæks/	np	Small decorative objects, often of little practical use.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
pump your ego									pump your ego	/ˈpʰəmp jə˞ ˈiɡoʊ/	/ˈpʰʌmp jər ˈiːɡəʊ/	exp	To increase one’s self-importance or pride.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
watershed moment									watershed moment	/ˈwɔtə˞ˌʃɛd ˈmoʊmənt/	/ˈwɔːtəʃed ˈməʊmənt/	n	A critical turning point that marks an important change.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
household									household	/ˈhaʊsˌhoʊld/	/ˈhaʊshəʊld/	n	A group of people living together in a home, often a family.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
pearl of wisdom									pearl of wisdom	/ˈpʰɜ˞l əv ˈwɪzdəm/	/ˈpʰɜːl əv ˈwɪzdəm/	n	A small but valuable piece of advice.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
fleabag									fleabag	/ˈfliˌbæɡ/	/ˈfliːbæɡ/	n	A cheap, dirty, or poorly maintained place or thing.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
alleyway									alleyway	/ˈæliˌweɪ/	/ˈæliweɪ/	n	A narrow passage between or behind buildings.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
high-street clothing									high-street clothing	/ˈhaɪˈstɹit ˈkloʊðɪŋ/	/ˈhaɪstriːt ˈkləʊðɪŋ/	n	Clothing sold by popular retail stores, rather than high-end brands.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
laced with									laced with	/ˈleɪst ˈwɪθ/	/ˈleɪst wɪð/	exp	Mixed or infused with something, often in a subtle way.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
carriage									carriage	/ˈkʰɛrɪdʒ/	/ˈkʰærɪdʒ/	n	A subway or train car where passengers sit or stand.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
tube									tube	/ˈtʰub/	/ˈtʰjuːb/	n	The British underground railway system.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
allotment									allotment	/əˈlɑtmənt/	/əˈlɒtmənt/	n	A small plot of land rented for growing vegetables and plants.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
allotment									allotment	/əˈlɑtmənt/	/əˈlɒtmənt/	n	An assigned portion of something, such as work hours or benefits.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
produce									produce	/pɹəˈdus/	/prəˈdjuːs/	n	Fresh food, especially fruits and vegetables.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
authenticity									authenticity	/ˌɔˌθɛnˈtʰɪsəti/	/ˌɔːθenˈtʰɪsɪti/	n	The quality of being real, genuine, or true.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
be keen to									be keen to	/ˈbi ˈkʰin tu/	/ˈbiː ˈkʰiːn tu/	exp	To be eager or enthusiastic about something.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
craftsmanship									craftsmanship	/ˈkɹæftsmənˌʃɪp/	/ˈkrɑːftsmənʃɪp/	n	Skill and artistry in making things by hand.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
artisanality									artisanality	/#artisanality#/	/#artisanality#/	n	The quality of being handmade with traditional skill and care.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
showcase									showcase	/ˈʃoʊˌkeɪs/	/ˈʃəʊkeɪs/	v	To display or present something in a way that highlights its best features.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
hand-made									hand-made	/ˈhændˈmeɪd/	/ˈhændˈmeɪd/	adj	Made by hand rather than by machine.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
competitors									competitors	/kəmˈpʰɛtətə˞z/	/kəmˈpʰetɪtəz/	np	Businesses or individuals that compete in the same market.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
massively									massively	/ˈmæsɪvli/	/ˈmæsɪvli/	adv	In a very large or significant way.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
forefront									forefront	/ˈfɔrˌfɹənt/	/ˈfɔːˌfrʌnt/	n	The leading or most important position in a particular field or activity.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
proposal									proposal	/pɹəˈpʰoʊzəl/	/prəˈpʰəʊzᵊl/	n	A plan or suggestion put forward for consideration or discussion.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
opportunity									opportunity	/ˌɑpə˞ˈtʰunəti/	/ˌɒpəˈtʰjuːnəti/	n	A favorable situation for advancement or success.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
grow x-fold									grow x-fold	/ˈɡɹoʊ ˈɛksˈfoʊld/	/ˈɡrəʊ ˈeksˈfəʊld/	exp	To increase in size or number by a factor of x.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
drive									drive	/ˈdɹaɪv/	/ˈdraɪv/	n	A coordinated effort to achieve a specific goal, such as a publicity campaign.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
estimated									estimated	/ˈɛstəˌmeɪtəd/	/ˈestɪmeɪtɪd/	adj	Approximated or calculated based on available information.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
scratch the surface									scratch the surface	/ˈskɹætʃ ðə ˈsɜ˞fəs/	/ˈskrætʃ ðə ˈsɜːfɪs/	exp	To deal with only a small part of a subject or problem.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
vast									vast	/ˈvæst/	/ˈvɑːst/	adj	Extremely large or extensive.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
location									location	/loˈkʰeɪʃən/	/ləʊˈkʰeɪʃᵊn/	n	A place or position where something is situated.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
price structure									price structure	/ˈpɹaɪs ˈstɹəktʃə˞/	/ˈpraɪs ˈstrʌktʃə/	n	The way in which prices are organized or set for different products or services.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
appeal to									appeal to	/əˈpʰil tu/	/əˈpʰiːl tu/	v	To attract or be interesting to a particular group or individual.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
profile									profile	/ˈpɹoʊˌfaɪəl/	/ˈprəʊfaɪl/	n	A description of the characteristics of a specific type of customer.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
passionate									passionate	/ˈpʰæʃənət/	/ˈpʰæʃᵊnət/	adj	Having strong enthusiasm or deep feelings for something.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
insulated									insulated	/ˈɪnsəˌleɪtəd/	/ˈɪnsjʊˌleɪtɪd/	adj	Designed to prevent heat, cold, or sound from passing through.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
come about									come about	/ˈkʰəm əˈbaʊt/	/ˈkʰʌm əˈbaʊt/	v	To happen or take place.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
sector									sector	/ˈsɛktə˞/	/ˈsektə/	n	A distinct area of economic activity, such as the food and beverage industry.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
potentially									potentially	/pəˈtʰɛnʃəli/	/pəˈtʰenʃᵊli/	adv	With the possibility of happening or becoming a reality.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
concession									concession	/kənˈsɛʃən/	/kənˈseʃᵊn/	n	A business operating within another business, such as a food stall in a mall.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
pith helmet									pith helmet	/ˈpʰɪθ ˈhɛlmət/	/ˈpʰɪθ ˈhelmət/	n	A lightweight hat made of material like cork, traditionally worn in hot climates.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
ringleader									ringleader	/ˈɹɪŋˌlidə˞/	/ˈrɪŋˌliːdə/	n	The main organizer or leader of a group, often involved in wrongdoing.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
assassination									assassination	/əˌsæsəˈneɪʃən/	/əˌsæsɪˈneɪʃᵊn/	n	The killing of a prominent person for political or ideological reasons.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
killing									killing	/ˈkʰɪlɪŋ/	/ˈkʰɪlɪŋ/	n	The act of causing someone&#x27;s death.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
manslaughter									manslaughter	/ˈmænˌslɔtə˞/	/ˈmænˌslɔːtə/	n	The unlawful killing of a person without premeditation.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
sfoglini									sfoglini	/#sfoglini#/	/#sfoglini#/	n	(Italian) A pasta maker specializing in traditional handmade pasta.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
sfoglia									sfoglia	/#sfoglia#/	/#sfoglia#/	n	(Italian) A thin sheet of dough used in making pasta or pastries.																																						Curso::1C1::5B-Not-For-Profit English::Vocabulary Vocabulary::My_Choice
